3, 4669, 2412.670922, 2412.890317, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
4, 4669, 2550.450939, 2554.611877, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
5, 4669, 2602.137358, 2602.863631, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
6, 4669, 2604.429657, 2605.163495, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
7, 4669, 2607.319618, 2609.34713, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
8, 4669, 2620.39253, 2622.881527, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
9, 4669, 2676.814854, 2676.928334, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
10, 4669, 2757.325228, 2757.718626, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
11, 4669, 2794.198707, 2794.478624, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
12, 4669, 2884.241412, 2884.544026, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
13, 4669, 2890.354209, 2890.550908, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
14, 4669, 3034.20163, 3034.436156, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
15, 4669, 3044.263536, 3044.702326, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
16, 4669, 3062.768363, 3063.14663, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
17, 4669, 3065.302753, 3066.316509, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
18, 4669, 3088.399744, 3093.94514, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
20, 4669, 3136.881091, 3137.486896, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
21, 4669, 3173.062796, 3173.297546, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
22, 4669, 3182.604225, 3183.717392, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
23, 4669, 3216.074952, 3216.673185, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
24, 4669, 3242.018552, 3243.669371, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
25, 4669, 3290.907017, 3291.346225, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
26, 4669, 3297.904065, 3299.585174, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
27, 4669, 3361.165254, 3361.460584, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
28, 4669, 3372.251485, 3372.433227, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
29, 4669, 3403.124824, 3403.442871, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
30, 4669, 3411.265328, 3411.462215, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
31, 4669, 3414.029314, 3414.657837, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
32, 4669, 3447.318299, 3447.946822, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
33, 4669, 3536.288339, 3536.560951, None, 'fly', '/Bednet/sounds/PH1 01 JULY (2ND HOUR) - DETECTION TRIAL.wav'
