2.17	3.78
5.64	7.69
8.88	11.50
12.47	13.64
14.18	16.50
16.90	23.72
24.27	24.77
25.34	32.82
33.40	35.00
35.46	36.94
37.45	38.50
38.99	43.61
44.14	46.11
47.22	48.55
49.45	53.50
54.21	56.17
56.92	58.12
58.84	63.09
64.47	65.28
65.98	68.34
69.43	71.63
72.50	78.12
78.69	81.02
81.50	95.51
96.69	101.20
101.62	105.00
106.03	111.51
112.27	114.28
115.08	133.54
134.41	135.29
135.81	138.00
138.52	149.37
150.27	157.51
158.09	158.41
159.15	161.00
161.73	179.00
591.72	592.29
593.04	606.55
607.74	608.24
608.93	617.79
618.32	622.51
623.50	628.00
628.97	636.36
638.00	643.27
644.24	648.60
649.37	700.50
701.26	706.53
707.32	717.47
717.48	717.48
718.00	719.84
720.58	723.00
723.50	724.62
725.44	728.53
729.03	734.64
735.00	737.47
738.18	743.34
744.00	749.00
749.65	753.16
753.63	757.50
758.00	767.16
767.71	773.54
774.21	774.60
775.37	776.29
777.13	781.27
781.78	782.61
783.33	785.15
786.49	788.44
789.14	804.55
805.14	812.31
813.00	814.26
814.81	815.62
1360.94	1365.37
1366.00	1382.35
1382.87	1383.16
1384.72	1389.00
1391.50	1407.88
1408.50	1409.58
1410.20	1428.31
1428.75	1441.87
1442.42	1443.48
1444.00	1451.12
1451.71	1453.00
1453.57	1454.21
1454.71	1457.34
1457.82	1459.19
1460.50	1464.84
1465.62	1466.50
1467.12	1470.67
1471.61	1475.51
1476.08	1478.57
1479.00	1481.13
1481.50	1486.28
1487.59	1491.11
1491.57	1493.66
1494.30	1496.85
1497.45	1499.12
1499.47	1501.60
1502.04	1504.68
1505.01	1507.30
1507.79	1516.18
1517.50	1520.00
1520.39	1523.77
1524.41	1529.73
1530.12	1530.89
1531.43	1533.33
1534.28	1543.81
1544.43	1557.00
1557.61	1561.23
1561.72	1566.23
1567.16	1570.58
1571.44	1573.85
1574.52	1575.12
1575.54	1578.73
1579.55	1580.00
1580.50	1581.60
1582.18	1587.86
1588.88	1589.44
1590.00	1598.51
1599.91	1600.71
1601.50	1601.88
1602.40	1603.79
1604.67	1607.24
1608.00	1608.43
1609.11	1610.38
1610.91	1613.60
1614.90	1615.81
1616.32	1623.00
1623.94	1626.30
1627.03	1629.00
1630.00	1630.34
1630.93	1631.34
1631.88	1634.16
1635.92	1636.51
1637.11	1637.62
1637.88	1639.50
1640.34	1641.87
1643.06	1646.35
1647.83	1648.32
1649.34	1654.65
1654.90	1659.00
1659.82	1660.51
1660.95	1661.88
1662.30	1663.59
1664.00	1675.27
1675.62	1683.45
1683.88	1687.85
1688.23	1689.62
1690.00	1710.00
1710.91	1712.41
1713.63	1718.27
1718.99	1727.74
1728.69	1731.00
1731.93	1732.48
1733.08	1734.64
1735.00	1738.00
1738.88	1740.52
1741.00	1741.41
1742.00	1748.86
1749.58	1753.84
1754.25	1760.17
1760.58	1763.57
1764.00	1766.42
1767.43	1776.00
1776.38	1784.70
1785.14	1787.68
1788.00	1789.50
1789.87	1791.00
1791.47	1801.50
