0.94	8.91
9.36	10.12
10.44	15.55
15.93	25.37
25.88	31.76
32.26	38.09
38.44	42.81
43.30	47.08
47.72	56.41
56.77	57.81
58.42	60.38
240.88	243.50
244.18	247.02
247.67	252.15
252.83	254.20
254.70	258.30
258.89	262.05
262.50	269.70
270.84	277.89
278.25	281.16
281.66	285.72
286.19	291.59
292.14	296.00
296.36	300.83
481.00	485.00
485.50	491.00
491.50	499.41
499.91	503.23
503.50	508.43
508.75	510.82
511.30	515.28
515.66	517.37
517.67	519.61
519.92	523.16
523.48	532.31
532.62	536.83
537.24	541.38
722.75	723.50
724.00	728.58
728.91	733.33
734.04	739.58
740.11	741.35
742.75	746.00
746.41	748.19
748.83	750.50
751.00	753.72
754.01	759.21
759.58	762.00
762.31	766.76
767.60	779.63
779.90	780.67
961.00	964.50
964.91	968.00
968.22	971.59
971.99	975.65
975.91	980.14
980.50	982.69
983.60	988.00
989.00	994.29
994.69	997.00
997.74	1001.91
1002.40	1006.80
1007.26	1012.15
1012.82	1014.09
1014.43	1015.26
1015.54	1017.25
1017.60	1019.50
1200.50	1211.31
1211.91	1215.66
1216.00	1217.50
1217.79	1226.58
1227.00	1231.82
1232.22	1237.45
1237.92	1244.00
1244.42	1246.28
1246.74	1258.58
1259.00	1261.00
1444.10	1447.91
1448.33	1453.40
1453.91	1458.50
1458.77	1460.50
1460.83	1465.29
1465.68	1468.09
1468.50	1476.74
1477.27	1479.74
1480.18	1483.59
1484.17	1487.50
1488.40	1490.75
1491.18	1495.24
1495.63	1497.69
1498.07	1505.10
1682.62	1683.17
1684.64	1688.35
1688.75	1694.09
1694.84	1695.62
1696.08	1698.88
1699.28	1700.39
1700.92	1710.86
1711.50	1722.50
1723.50	1723.91
1725.63	1740.00
1740.50	1741.92
1742.27	1743.12
1743.53	1745.28
1745.86	1751.32
1751.77	1753.23
1754.72	1758.62
1760.70	1770.00
1770.40	1775.67
1775.91	1782.62
1782.88	1792.59
1792.77	1798.50
1798.83	1801.15
