0.000000E+00	2.070760E+00
8.812750E+00	1.087043E+01
2.011662E+01	2.248118E+01
2.574312E+01	2.814697E+01
3.832075E+01	4.052648E+01
4.765725E+01	4.960119E+01
5.497629E+01	5.697675E+01
6.436529E+01	6.711558E+01
7.377158E+01	7.589581E+01
8.020195E+01	8.227070E+01
8.868133E+01	9.082977E+01
9.336183E+01	9.523629E+01
1.014676E+02	1.034968E+02
1.104386E+02	1.122908E+02
1.151194E+02	1.176578E+02
1.240403E+02	1.260772E+02
1.297409E+02	1.316242E+02
1.385842E+02	1.404768E+02
1.433429E+02	1.460087E+02
1.470498E+02	1.493712E+02
1.522072E+02	1.543028E+02
1.584980E+02	1.608535E+02
1.697476E+02	1.722579E+02
1.770677E+02	1.788960E+02
1.836529E+02	1.856974E+02
1.889255E+02	1.911793E+02
2.036398E+02	2.060718E+02
2.181472E+02	2.203284E+02
2.238097E+02	2.261392E+02
2.355859E+02	2.374622E+02
2.445044E+02	2.472774E+02
2.592836E+02	2.608193E+02
2.744891E+02	2.764780E+02
2.838668E+02	2.858122E+02
2.883165E+02	2.902633E+02
2.983266E+02	3.001426E+02
3.064204E+02	3.082405E+02
3.113644E+02	3.141167E+02
3.251584E+02	3.277138E+02
3.336166E+02	3.355503E+02
3.447869E+02	3.468435E+02
3.569599E+02	3.588812E+02
3.651143E+02	3.668535E+02
3.771020E+02	3.789609E+02
3.902203E+02	3.923179E+02
4.055489E+02	4.073986E+02
4.179298E+02	4.197573E+02
4.269977E+02	4.289117E+02
4.313083E+02	4.333309E+02
4.376400E+02	4.398249E+02
4.455927E+02	4.476907E+02
4.550337E+02	4.572928E+02
4.615978E+02	4.637316E+02
4.734619E+02	4.757208E+02
4.988994E+02	5.010250E+02
5.045186E+02	5.064781E+02
5.200987E+02	5.224029E+02
5.392805E+02	5.412903E+02
5.594688E+02	5.618590E+02
5.618590E+02	5.639072E+02
5.690656E+02	5.711538E+02
5.814617E+02	5.833173E+02
5.959883E+02	5.985069E+02
6.069433E+02	6.091168E+02
6.191177E+02	6.207261E+02
6.305123E+02	6.327950E+02
6.481870E+02	6.504834E+02
6.807305E+02	6.827920E+02
7.022877E+02	7.044423E+02
7.184175E+02	7.207461E+02
7.352250E+02	7.375545E+02
7.462714E+02	7.485671E+02
